,DealNumber,AcquirorCUSIP,TargetCUSIP,TargetPublicStatus,ofSharesAcq,seekingtoownaftertrans,PercentofSharesHeldatAnnoun,OwnedAfterTransaction,edate,AcquirorFullName,TargetName,AcquirorPrimarySICCode,TargetPrimarySICCode,ValueofTransactionmil,Form,ConsiderationStructure,ConsidStructureDescription,NumberofBidders,Attitude,SharePricePaidbyAcquirorfort,OfferPricetoTargetStockPricet,Z,dealno,carwindow1_acq,carwindow2_acq,carwindow3_acq,carwindow4_acq,carwindow5_acq,carwindow6_acq,carwindow5_tar,carwindow4_tar,carwindow3_tar,carwindow2_tar,carwindow1_tar,acqprem1,acqprem2,gvkey_a,cusip8_comp_a,datadate_compu_a,cusip_compu_a,conm_compu_a,at_a,intan_a,re_a,sale_a,xad_a,xrd_a,costat_compu_a,sic_compu_a,ipodate_compu_a,ebit_ta_a,mktcap_a,dep_ta_a,rd_ta_a,mdr_a,fa_ta_a,mb_a,bdr_a,abs_a,unabs_a,pot_a,gvkey_t,cusip8_comp_t,datadate_compu_t,cusip_compu_t,conm_compu_t,at_t,re_t,sale_t,xad_t,xrd_t,costat_compu_t,ebit_ta_t,mktcap_t,dep_ta_t,rd_ta_t,mdr_t,fa_ta_t,mb_t,bdr_t,abs_t,unabs_t,pot_t,R,Acq Density,Target Density,TNIC 3 years avg,TNIC > 3 years avg
4190,1887633020,29266R,72813P,Public,100,100,,100,07-12-2007,Energizer Holdings Inc,Playtex Products Inc,3692,2676,1208.422,Merger,CASHO,Cash Only,1,Friendly,18.3,23.07,22.41,1887633020,0.054892544,0.066387862,0.051117346,0.041035526,0.031773835,0.031006118,0.19654271,0.216515094,0.213864699,0.205080703,0.200968385,1.230665803,1.230665803,133367,29266R10,17074,29266R108,ENERGIZER HOLDINGS INC,3132.6,671.2,1015.4,3076.9,368.9,74.2,A,3690,14696,0.138702676,4079.88916,0.036614951,0.023686394,0.302998781,0.210655689,1.868572116,0.566175044,0.327472448,0.155788109,0.302998781,14470,72813P10,17166,72813P100,PLAYTEX PRODUCTS INC,927.63,-407.278,636.148,97,16.8,I,0.110553779,912.038208,0.018736996,0.018110668,0.38828969,0.120072655,1.607283354,0.624091506,0.367678583,0.249418989,0.38828969,,,,,
4191,1887655020,318910,39115R,Public,100,100,,100,07-12-2007,"First Bancorp,Troy,North Carolina","Great Pee Dee Bancorp Inc, Cheraw,South Carolina",6022,6021,36.991,Merger,SHARES,Stock Only,1,Friendly,20.67,29,31.29,1887655020,-0.062639318,-0.050401147,-0.071154952,-0.065725803,-0.089777492,-0.102126792,0.268423676,0.268502086,0.267853171,0.261140585,0.250882,1.290262222,1.290262222,16777,31891010,17166,318910106,FIRST BANCORP/NC,2136.624,51.394,106.67,145.417,0,,A,6020,,0.014380163,313.4695129,0.00149535,0,0.446908146,0.020377941,0.265258878,0.118546359,0.258181632,,0.446908146,66151,39115R10,16982,39115R100,GREAT PEE DEE BANCORP INC,212.706,11.072,13.695,0.108,,I,0.011950768,27.31292915,0.002397676,0,0.547895968,0.023586547,0.284020811,0.155613855,0.212778389,,0.547895968,,,,,
4192,1888625020,501889,49338N,Public,100,100,,100,7/17/2007,LKQ Corp,Keystone Automotive Industries Inc,5015,5013,806.987,Merger,CASHO,Cash Only,1,Friendly,48,13.72,14.45,1888625020,0.134237587,0.123812407,0.117382243,0.13693811,0.204722598,0.211819887,0.138203293,0.092630804,0.091873311,0.095911063,0.099404074,1.137171268,1.137171268,155394,50188920,17166,501889208,LKQ CORP,564.355,246.3,77.48,789.381,,,A,5010,15981,0.139585897,1225.366943,0.02094958,0,0.075762518,0.2251845,2.350348473,0.177985489,0.340215951,0.065657884,0.075762518,63102,49338N10,16891,49338N109,KEYSTONE AUTOMOTIVE INDS INC,288.693,113.367,628.328,,,I,0.130976498,686.7144775,0.031607971,0,0.013707552,0.116778031,2.411760807,0.03305934,0.392147094,0.073524617,0.013707552,,,,,
4193,1888628020,726505,730448,Public,100,100,,100,7/17/2007,Plains Exploration & Production Co,Pogo Producing Co,1311,1311,3546.579,Merger,CHOICECS,Choice between Cash or Stock or Combination of Both,1,Friendly,59.79,10.68,18.03,1888628020,-0.036068093,-0.046895359,-0.044213019,-0.064123169,-0.082072467,-0.068529896,0.105032593,0.118398465,0.131758496,0.123932704,0.124845937,1.106812239,1.106812239,149268,72650510,17166,726505100,PLAINS EXPLORATION & PROD CO,2463.228,158.515,463.864,1018.503,,,I,1311,,0.429185629,3443.168213,0.084106304,0,0.064017735,0.855594337,1.493433952,0.095606253,0.12089704,0.001953532,0.064017735,8655,73044810,17166,730448107,POGO PRODUCING CO,6971.1,1891.5,1440.3,,,I,0.092869133,2830.300781,0.069515571,0,0.450427115,0.940611959,0.738764405,0.332759529,0.18600291,0.056495771,0.450427115,,,,,
4194,1889691020,693475,859317,Public,100,100,,100,7/19/2007,PNC Financial Services Group Inc,"Sterling Financial Corp, Lancaster, Pennsylvania",6021,6712,561.757,Merger,CHOICECS,Choice between Cash or Stock or Combination of Both,1,Friendly,18.9,88.77,71.16,1889691020,-0.027666798,-0.03087849,-0.041817784,-0.050316431,-0.048611406,-0.026867367,0.645990252,0.653894007,0.66523838,0.675309241,0.683407605,1.88811183,1.88811183,8245,69347510,17166,693475105,PNC FINANCIAL SVCS GROUP INC,101820,4043,10750,8883,104,,A,6020,,0.038872521,21693.7207,0.003172265,0,0.409240097,0.016715772,0.360723644,0.147593796,0.34278959,,0.409240097,19537,85931710,17166,859317109,STERLING FINANCIAL CORP,3276.967,95.16,274.696,,,I,0.018123161,702.1468506,0.010435259,0,0.287751228,0.014947663,0.300832093,0.086564802,0.264102876,,0.287751228,,,,,
4195,1889692020,55261F,70213F,Public,100,100,,100,7/19/2007,"M&T Bank Corp,Buffalo,New York",Partners Trust Financial Group Inc,6022,6021,544.924,Merger,CHOICECS,Choice between Cash or Stock or Combination of Both,1,Friendly,12.5,20.19,21.71,1889692020,-0.026048278,-0.025146406,-0.026467711,-0.015293167,0.010032592,0.034302823,0.23422426,0.202532917,0.197132841,0.202318057,0.210107878,1.201923132,1.201923132,4699,55261F10,17166,55261F104,M & T BANK CORP,57064.905,3159.082,4389.867,4359.945,0,,A,6020,,0.021583179,13464.1084,0.003082998,0,0.425814658,0.005870649,0.410919189,0.17497541,0.239023432,,0.425814658,148009,70213F10,17166,70213F102,PARTNERS TRUST FINL GRP INC,3746.843,143.141,202.387,2.649,,I,0.009120478,497.9708252,0.003433557,0,0.659786701,0.006315183,0.390649348,0.257745236,0.236487523,,0.659786701,,,,,
4196,1890167020,950810,671337,Public,100,100,,100,7/20/2007,"WesBanco Inc,Wheeling,West Virginia","Oak Hill Financial Inc, Jackson,Ohio",6021,6712,209.276,Merger,CHOICECS,Choice between Cash or Stock or Combination of Both,1,Friendly,38,57.28,67.47,1890167020,-0.0659559,-0.098332085,-0.177157313,-0.157172546,-0.151736259,-0.197948396,0.372256845,0.348269314,0.325589985,0.395633638,0.425787061,1.572847724,1.572847724,17151,95081010,17166,950810101,WESBANCO INC,4098.143,145.147,307.594,264.013,5.143,,A,6020,,0.011785338,720.7944336,0.001353296,0,0.473834425,0.016447449,0.334273458,0.158390269,0.261759847,,0.473834425,61688,67133710,17166,671337103,OAK HILL FINANCIAL INC,1275.635,90.577,92.874,0.712,,I,0.009066856,148.7581787,0.002785279,0,0.614299536,0.021765631,0.302346021,0.185731024,0.233273029,,0.614299536,,,,,
4197,1890341020,26928A,35166A,Public,100,100,,100,7/22/2007,ev3 Inc,FoxHollow Technologies Inc,3841,3841,780.635,Merger,CHOICECS,Choice between Cash or Stock or Combination of Both,1,Friendly,25.92,22.15,16.6,1890341020,0.100144297,0.124349177,0.073345393,0.079214714,0.060576145,0.044997294,,,,,,1.221489191,1.221489191,163720,26928A20,17166,26928A200,EV3 INC,352.826,189.075,-614.563,202.438,,28.511,I,3841,16603,-0.144289255,992.3618774,0.064842157,0.080807537,0.007501036,0.068226263,2.833866835,0.021256937,0.832373381,0.927837789,0.007501036,161073,35166A10,17166,35166A103,FOXHOLLOW TECHNOLOGIES INC,247.112,-97.297,193.085,1,20.115,I,-0.046230052,633.5240479,0.020164946,0.081400335,0,0.033701319,2.56371212,0,0.842162788,3.100837946,0,,,,,
4198,1890551020,879369,42764,Public,100,100,,100,7/23/2007,Teleflex Inc,Arrow International Inc,3841,3841,2118.605,Merger,CASHO,Cash Only,1,Friendly,45.5,22.91,19.33,1890551020,-0.003669092,-0.021735409,-0.051505532,-0.050280057,-0.029293131,-0.048373859,0.204117596,0.221055567,0.202423677,0.188337684,0.201748818,1.229065418,1.229065418,10407,87936910,17166,879369106,TELEFLEX INC,2359.052,725.835,1064.704,2646.757,,,A,3841,,0.100068584,2519.002197,0.041403074,0,0.170669973,0.178960875,1.287548661,0.219745889,0.186460644,0.527659714,0.170669973,25355,4276410,17044,42764100,ARROW INTERNATIONAL INC,697.437,496.772,481.587,,27.548,I,0.118885286,1450.912842,0.038597036,0.03949891,0.047427937,0.249274135,2.183928967,0.103579246,0.327062398,1.146806002,0.047427937,,,,,
4199,1890584020,428236,68383A,Public,100,100,,100,7/23/2007,Hewlett Packard Co,Opsware Inc,3571,7372,1704.321,Merger,CASHO,Cash Only,1,Friendly,14.25,52.24,43.07,1890584020,0.00802298,0.025169747,0.030006621,0.030113056,0.020344827,0.020963024,0.557229459,0.515710652,0.474520147,0.437462211,0.390086144,1.522435904,1.522435904,5606,42823610,17105,428236103,HEWLETT-PACKARD CO,81981,20205,20151,91658,1100,3643,A,3570,,0.091813959,105839,0.028104072,0.044437125,0.046787471,0.083714522,1.354387045,0.063368343,0.162091687,0.458075315,0.046787471,141957,68383A10,16832,68383A101,OPSWARE INC,169.752,-483.411,61.077,0.239,24.339,I,-0.085760407,729.0427246,0.033036429,0.143379763,0.000120692,0.023233894,4.295270443,0.000518403,0.988735557,2.36356473,0.000120692,,,,,
4200,1890589020,428236,64065P,Public,100,100,,100,7/23/2007,Hewlett Packard Co,Neoware Inc,3571,7372,332.191,Merger,UNKNOWN,Unknown,1,Friendly,16.25,21.72,13.24,1890589020,0.00802298,0.025169747,0.030006621,0.030113056,0.020344827,0.020963024,0.146312967,0.15234521,0.142417684,0.118658461,0.112307735,1.217228413,1.217228413,5606,42823610,17105,428236103,HEWLETT-PACKARD CO,81981,20205,20151,91658,1100,3643,A,3570,,0.091813959,105839,0.028104072,0.044437125,0.046787471,0.083714522,1.354387045,0.063368343,0.162091687,0.458075315,0.046787471,28078,64065P10,16982,64065P102,NEOWARE INC,199.573,23.011,107.219,,6.03,I,0.05563879,243.8458862,0.018269004,0.030214509,0,0.007946967,1.221837997,0,0.309282869,6.753017902,0,,,,,
4201,1891110020,531172,760737,Public,100,100,,100,7/24/2007,Liberty Property Trust,Republic Property Trust,6798,6798,798.482,Merger,CASHO,Cash Only,1,Friendly,14.7,21.19,24.89,1891110020,-0.081375584,-0.088312477,-0.109488308,-0.134062022,-0.113229655,-0.113942198,0.227287561,0.229985952,0.253953159,0.255004138,0.2433974,1.211871386,1.211871386,30354,53117210,17166,531172104,LIBERTY PROPERTY TRUST,4910.911,,-33.563,677.742,,0,A,6798,12585,0.061978117,4467.51416,,0,0.348326832,,1.39596343,0.486251533,,,0.348326832,165651,76073710,17166,760737106,REPUBLIC PROPERTY TRUST,596.468,-33.395,66.678,,0,I,0.020814193,300.9285889,,0,0.53778857,,1.091529846,0.587012231,,,0.53778857,,,,,
4202,1892455020,927810,302930,Public,100,100,,100,7/26/2007,"Virginia Financial Group Inc, Culpeper,Virginia","FNB Corp,Christianburg, Virginia",6021,6021,239.753,Merger,SHARES,Stock Only,1,Friendly,32.16,-9.43,-1.08,1892455020,0.050146904,0.120411083,0.109388873,0.108532272,0.07214465,0.074934736,0.094033599,0.122171246,0.140238449,0.117566586,0.074729949,0.905660391,0.905660391,65483,85856G10,17166,85856G100,STELLARONE CORP,1625.989,17.767,105.898,111.112,1.214,,I,6020,,0.017196918,301.8441467,0.002111945,0,0.324213624,0.022049965,0.274698138,0.089060873,0.26778385,,0.324213624,65266,30293010,17166,302930102,F N B CORP/VA,1518.715,52.461,109.991,0,,I,0.017804526,305.3509521,0.002367133,0,0.197293937,0.017247476,0.250476182,0.049417436,0.250911444,,0.197293937,,,,,
4203,1892696020,493267,902910,Public,100,100,,100,7/27/2007,"KeyCorp,Cleveland,Ohio","USB Holding Co Inc,Orangeburg, New York",6021,6022,568.01,Merger,HYBRID,Cash and Stock Combination,1,Friendly,24.95,30.88,49.02,1892696020,0.00635347,0.007464397,0.012233434,0.009592436,-0.020699153,0.035614271,0.576277316,0.573557854,0.563902915,0.572926164,0.550231934,1.309024096,1.309024096,9783,49326710,17166,493267108,KEYCORP,92337,1322,8193,7486,97,,A,6020,,0.017793518,15179.78906,0.004299468,0,0.560614765,0.006443787,0.374148935,0.209753409,0.273043007,,0.560614765,22122,90291010,17166,902910108,U S B HOLDING CO INC,2923.247,33.155,186.164,2.662,,I,0.016055092,527.8381958,0.001110751,0,0.593254507,0.004769696,0.443928003,0.263362288,0.220316499,,0.593254507,,,,,
4204,1893561020,938824,32190E,Public,100,100,,100,07-02-2007,Washington Federal Inc,"First Mutual Bancshares Inc, Bellevue,Washington",6021,6022,189.886,Merger,CHOICECS,Choice between Cash or Stock or Combination of Both,1,Friendly,27.05,22.62,21.3,1893561020,-0.003677622,0.007312971,-0.002674169,-0.001900007,-0.003917058,-0.009613862,0.170992419,0.163621783,0.170692086,0.170074627,0.165592492,1.226201296,1.226201296,17145,93882410,17074,938824109,WASHINGTON FEDERAL INC,9069.02,56.259,117.158,546.135,0,,A,6035,,0.024110654,1959.887207,0.000420222,0,0.550062001,0.006853993,0.480306059,0.264198124,0.081421264,,0.550062001,16847,322000000000000,17166,3.22E+106,FIRST MUTUAL BANCSHARES INC,1079.263,18.228,88.293,0.983,,I,0.015530968,154.7033234,0.003266118,0,0.555750608,0.03295397,0.322660297,0.179318666,0.242895812,,0.555750608,,,,,
4205,1894576020,337738,162813,Public,100,100,,100,08-02-2007,Fiserv Inc,CheckFree Corp,7374,7375,4289.977,Merger,CASHO,Cash Only,1,Friendly,48,18.37,26.72,1894576020,-0.017838515,-0.025179831,-0.048637953,-0.070536591,-0.113101788,-0.109369129,0.259862959,0.209925815,0.214540005,0.218255922,0.243567213,1.183723807,1.183723807,12635,33773810,17166,337738108,FISERV INC,6207.923,2977.896,2886.76,4544.151,,,A,7374,9764,0.121019542,8968.589844,0.032072883,0,0.076911062,0.039955392,1.56507194,0.120371342,0.1277145,,0.076911062,61355,16281310,16982,162813109,CHECKFREE CORP,1758.029,-999.583,879.402,5.971,101.854,I,0.111749008,4503.417969,0.022989951,0.057936471,0.006441974,0.057005316,2.578237772,0.01660894,0.285671413,1.345059752,0.006441974,,,,,
4206,1895439020,405217,88032U,Public,100,100,,100,08-06-2007,Hain Celestial Group Inc,Tendercare International Inc,2099,2399,3.355,Merger,CASHO,Cash Only,1,Friendly,0.45,12.5,9.76,1895439020,0.031730611,0.065207034,0.118407436,0.11290101,0.107915401,0.080314271,,,,,,1.125,1.125,29609,40521710,16982,405217100,HAIN CELESTIAL GROUP INC,877.684,482.628,182.431,738.557,5.4,1.2,A,2000,12369,0.075269692,997.4786987,0.014297857,0.001367235,0.132455751,0.136529773,1.310007572,0.173518032,0.200225577,0.568036556,0.132455751,12286,88032U10,17166,88032U100,TENDERCARE INTERNATIONAL INC,0.899,-7.416,3.311,0.046,,I,-0.360400438,3.652950048,0.024471635,0,0.057291061,0.034482758,4.310289383,0.246941045,0.249471456,0.083579153,0.057291061,,,,,
4207,1895802020,46126P,423691,Public,100,100,,100,08-06-2007,Inverness Medical Innovations Inc,HemoSense Inc,2835,3841,179.671,Merger,SHARES,Stock Only,1,Friendly,12.65,33.62,33.76,1895802020,-0.025576683,-0.006570315,0.004456678,-0.015665123,-0.011165409,0.010690944,0.345907301,0.329763681,0.355663806,0.301731676,0.301040053,1.33579731,1.33579731,146156,01449J10,17166,01449J105,ALERE INC,1085.771,679.002,-112.888,569.454,23,53.666,A,2835,15302,0.013004585,1517.620483,0.036252581,0.04942663,0.117968395,0.075809725,1.5846771,0.186941817,0.369922757,0.499919146,0.117968395,163672,42369110,17074,423691104,HEMOSENSE INC,16.85,-58.073,16.257,0.4,2.728,I,-0.645994067,25.7737999,0.045816023,0.161899105,0.159252092,0.029732937,1.819335341,0.289732963,0.899489462,1.841377974,0.159252092,,,,,
4208,1895815020,457985,46489T,Public,100,100,,100,08-07-2007,Integra LifeSciences Holdings Corp,Isotis Inc,3826,2836,46.531,Merger,CASHO,Cash Only,1,Friendly,7.25,2.69,3.72,1895815020,-0.07355196,-0.056796439,-0.039652474,-0.041746825,-0.01913793,-0.006618051,0.033327319,0.016329341,0.030701855,0.033105247,0.014044361,1.026912212,1.026912212,61181,45798520,17166,457985208,INTEGRA LIFESCIENCES HLDGS,613.618,342.13,74.416,419.297,,25.732,A,3842,13011,0.09360221,1163.43103,0.030993223,0.041934885,0.159055308,0.069357485,2.254629135,0.358610749,0.417730153,0.08283063,0.159055308,241801,46489T10,17166,46489T109,ISOTIS SA,70.562,-112.166,40.698,0.048,7.743,I,-0.259743214,,0.047504321,0.109733284,1,0.055369746,0.077208698,0.077208698,0.867757618,0.818157077,1,,,,,
4209,1895933020,278865,59515B,Public,100,100,,100,08-07-2007,Ecolab Inc,Microtek Medical Holdings Inc,2841,3842,287.006,Merger,CASHO,Cash Only,1,Friendly,6.3,42.53,28.83,1895933020,-0.0095072,0.008144687,-0.010942543,0.005375876,0.002640496,0.003384471,0.238709465,0.235282674,0.235528409,0.246976942,0.251765013,1.425339341,1.425339341,4213,27886510,17166,278865100,ECOLAB INC,4419.365,1259.716,1886.76,4895.814,,73.3,A,2842,,0.139961734,11360.43262,0.060770947,0.016586093,0.085787527,0.215318039,2.811822176,0.241219267,0.3810018,0.322099775,0.085787527,30843,59515B10,17166,59515B109,MICROTEK MEDICAL HLDGS INC,156.166,-81.126,141.577,,0.873,I,0.078115597,198.968399,0.020298913,0.005590206,0.004473078,0.051278766,1.279807329,0.005724678,0.302619785,0.901019394,0.004473078,,,,,
4210,1897253020,12643Y,98400P,Public,100,100,,100,8/13/2007,CT Holdings Enterprises Inc,Xcorporeal Inc,7372,3845,6.39,Merger,SHARES,Stock Only,1,Friendly,,,,1897253020,,,,,,,,,,,,,,177838,98400P10,17166,98400P104,XCORPOREAL INC,27.536,0,-4.523,0,,1.287,A,9995,,-0.159064502,,0,0.046738811,,0.000145264,0,0,,12.86497879,,177838,98400P10,17166,98400P104,XCORPOREAL INC,27.536,-4.523,0,,1.287,A,-0.159064502,,0,0.046738811,,0.000145264,0,0,,12.86497879,,,,,,
4211,1898310020,316773,319439,Public,100,100,,100,8/16/2007,"Fifth Third Bancorp, Cincinnati,Ohio","First Charter Corp,Charlotte, North Carolina",6022,6021,1090.892,Merger,CHOICECS,Choice between Cash or Stock or Combination of Both,1,Friendly,31,61.37,61.29,1898310020,0.008904663,-0.009633522,-0.043721862,-0.039840609,-0.055047166,-0.064826809,0.531448603,0.480731398,0.43294239,0.444954574,0.423378408,1.613742828,1.613742828,4640,31677310,17166,316773100,FIFTH THIRD BANCORP,100669,2883,8138,8108,124,,A,6020,,0.016161878,22767.43555,,0,0.424227774,0.021277653,0.392885953,0.166635215,0.226073012,,0.424227774,16778,31943910,17166,319439105,FIRST CHARTER CORP,4856.717,215.76,332.607,4.711,,I,0.014652079,859.0811768,0.001995587,0,0.561196089,0.022976015,0.403107524,0.226222366,0.261927754,,0.561196089,,,,,
4212,1898311020,884315,513696,Public,100,100,,100,8/15/2007,Thomas & Betts Corp,Lamson & Sessions Co,3643,3643,450.174,Merger,CASHO,Cash Only,1,Friendly,27,-0.74,23.4,1898311020,-0.013778473,-0.017679287,0.063338332,0.049309678,0.000805902,-0.015089894,0.303936005,0.314129829,0.392353475,0.303898573,0.361927807,0.992647052,0.992647052,10540,88431510,17166,884315102,THOMAS & BETTS CORP,1830.223,495.21,767.933,1868.689,19.1,25.156,I,3640,,0.143907055,2811.883545,0.026139984,0.013744773,0.121153064,0.145993143,1.748155594,0.211794406,0.17315723,1.494147539,0.121153064,6571,51369610,17166,513696104,LAMSON & SESSIONS CO,215.61,25.443,561.27,4.3,2.133,I,0.306613803,382.9683533,0.041718844,0.009892861,0.051890392,0.248485684,1.873421192,0.09721256,0.101678334,0.052975487,0.051890392,0.016,,,,
4213,1898450020,237194,753820,Public,100,100,,100,8/16/2007,Darden Restaurants Inc,RARE Hospitality International Inc,5812,5812,1226.991,Merger,CASHO,Cash Only,1,Friendly,38.15,38.68,30.74,1898450020,-0.046977051,-0.027542222,-0.025997445,0.011374566,-0.007368485,-0.046672594,0.330929548,0.309679121,0.359610617,0.367086858,0.375516623,1.38676846,1.38676846,31846,23719410,16952,237194105,DARDEN RESTAURANTS INC,3010.17,55.963,1678.804,5720.64,229.693,0,A,5812,12908,0.176548168,5205.199219,0.073569268,0,0.116834804,0.812590301,1.957962632,0.228758186,0.093879879,0.041258071,0.116834804,25111,75382010,17166,753820109,RARE HOSPITALITY INTL INC,695.212,284.082,986.914,29.2,0,I,0.112482235,1003.93689,0.053293098,0,0.14235349,0.755395472,1.683762431,0.239689469,0.07950642,0.278858274,0.14235349,,,,,
4214,1900306020,12572Q,62948N,Public,100,100,,100,8/21/2007,CME Group Inc,NYMEX Holdings Inc,6231,6231,7555.372,Merger,CHOICECS,Choice between Cash or Stock or Combination of Both,1,Friendly,81.35,-36.91,-35.8,1900306020,-0.012632056,0.004783413,-0.020437317,-0.036479231,-0.02907698,-0.064010032,-0.062051013,-0.02515687,-0.024871366,0.065844946,0.045884058,0.630913615,0.630913615,149070,12572Q10,17166,12572Q105,CME GROUP INC,4306.505,24.272,1113.23,1239.767,,,A,6200,15680,0.155963361,17759.17969,0.016900713,0,0,0.039186068,4.123803139,0,,1.21595192,0,176048,62948N10,17166,62948N104,NYMEX HOLDINGS INC,3623.931,-22.607,640.312,,2.4,I,0.078792609,11121.09277,0.004245666,0.000662264,0.191281632,0.050550908,3.794636965,0.725844383,0.071454227,1.165469885,0.191281632,,,,,
4215,1900462020,32111B,144060,Public,100,100,,100,8/27/2007,First National Bancshares Inc,Carolina National Corp,6021,6021,56.874,Merger,CHOICECS,Choice between Cash or Stock or Combination of Both,1,Friendly,21.65,39.68,50.35,1900462020,-0.041973516,-0.035842326,-0.049343672,-0.029047795,-0.099804737,-0.052172318,0.362548947,0.35716176,0.39114818,0.410935223,0.403781712,1.396774173,1.396774173,135784,32111B10,17166,32111B104,FIRST NATL BANCSHARES INC/SC,465.382,0,0.605,30.965,0.609,,I,6020,14749,0.013208504,55.33145905,0.000878848,0,0.51540345,0.014839422,0.245347828,0.126453117,0.199386403,,0.51540345,165610,14406010,17166,144060100,CAROLINA NATIONAL CORP,208.912,-0.468,13.961,0.153,,I,0.014537222,46.31884003,0.001148809,0,0.021133231,0.007113043,0.226501301,0.004786705,0.219826654,,0.021133231,,,,,
4216,1900813020,58405U,731738,Public,100,100,,100,8/28/2007,Medco Health Solutions Inc,PolyMedica Corp,8099,2834,1279.174,Merger,CASHO,Cash Only,1,Friendly,53,31.22,21.92,1900813020,-0.000604064,0.00865016,-0.00523854,-0.034992035,0.00141668,0.03643534,0.147798285,0.15023385,0.147785485,0.120502643,0.13748242,1.31220603,1.31220603,7186,58405U10,17166,58405U102,MEDCO HEALTH SOLUTIONS INC,14388.1,7631.8,1900.4,42498.7,,,I,5912,,0.076980285,15414.66113,0.027251687,0,0.075935051,0.045155372,1.15938592,0.088038035,0.019259412,0.183744922,0.075935051,25000,73173810,16891,731738100,POLYMEDICA CORP,429.317,16.453,491.515,,,I,0.147243187,976.4403687,0.035875589,0,0.163542017,0.150653243,2.719089508,0.4446854,0.401544213,0.191153303,0.163542017,,,,,
4217,1900819020,46126P,576818,Public,100,100,,100,8/28/2007,Inverness Medical Innovations Inc,Matritech Inc,2835,2835,38,Merger,HYBRID,Cash and Stock Combination,1,Friendly,,,,1900819020,0.020629099,0.011686226,0.016167991,-0.012975449,-0.025687119,-0.004496652,-0.276175022,-0.306177735,-0.434254646,-0.260089844,-0.427249819,,,146156,01449J10,17166,01449J105,ALERE INC,1085.771,679.002,-112.888,569.454,23,53.666,A,2835,15302,0.013004585,1517.620483,0.036252581,0.04942663,0.117968395,0.075809725,1.5846771,0.186941817,0.369922757,0.499919146,0.117968395,25514,55405U10,17166,55405U108,MZT HOLDINGS INC,5.506,-109.781,12.195,,2.869,I,-1.443516254,38.02853012,0.051035233,0.521067917,0.082334854,0.139484197,7.656471252,0.619687617,1.402378082,0.196291819,0.082334854,,,,,
4218,1902373020,231561,449680,Priv.,100,100,,100,09-04-2007,Curtiss-Wright Corp,IMC Magnetics Corp,3593,3625,37.5,Merger,CASHO,Cash Only,1,Friendly,,,,1902373020,-0.013372043,-0.000560003,0.000745615,0.010119352,0.0238185,0.010962717,,,,,,,,3662,23156110,17166,231561101,CURTISS-WRIGHT CORP,1592.156,569.181,771.836,1282.155,,38.841,A,3728,,0.088255174,1632.372803,0.031900767,0.024395222,0.18268849,0.186320946,1.254429102,0.229169756,0.221084818,0.4262456,0.18268849,5840,44968010,8673,449680107,IMC MAGNETICS CORP,42.855,16.679,58.495,,2.399,I,0.095811456,18.51612473,0.037801892,0.055979464,0.333595753,0.236588493,0.744350135,0.216287479,0.15644072,0.323941827,0.333595753,,,,,
4219,1902733020,19244C,38316,Public,100,100,,100,09-05-2007,Cognos Inc,Applix Inc,7372,7372,341.085,Merger,CASHO,Cash Only,1,Friendly,17.87,41.04,25.03,1902733020,0.028271543,0.013851139,0.026697326,0.041040692,0.050574634,0.106638804,0.190803319,0.206464857,0.221797496,0.211909771,0.19908464,1.410418272,1.410418272,14459,19244C10,17225,19244C109,COGNOS INC,1292.761,249.861,277.915,979.264,,135.678,I,7372,,0.110553302,3395.944092,0.023520976,0.104952112,0,0.055892777,2.626892328,0,0.632836521,1.470329642,0,31144,3831610,17166,38316105,APPLIX INC,66.087,-26.054,52.173,0.298,7.374,I,0.099081516,177.5503845,0.019020382,0.111580193,0.032593705,0.01986775,2.777132988,0.090517044,0.785636246,1.103316903,0.032593705,,,,,
4220,1903147020,570759,570762,Public,100,100,,100,09-05-2007,MarkWest Energy Partners LP,Markwest Hydrocarbon Inc,1311,4922,734.594,Merger,CHOICECS,Choice between Cash or Stock or Combination of Both,1,Friendly,61.21,11.8,19.27,1903147020,0.016991397,-0.015327604,-0.015772328,-0.049761847,-0.073016375,-0.070020244,0.111870915,0.132610872,0.153118283,0.166903719,0.169359118,1.117990851,1.117990851,148770,57075910,17166,570759100,MARKWEST ENERGY PARTNERS LP,1114.78,344.066,,629.911,,,A,1311,15481,0.104068063,1001.105957,0.04129963,0,0.344813496,0.494165659,1.370648026,0.472617894,0.068874806,0.261066198,0.344813496,63742,57076210,17166,570762104,MARKWEST HYDROCARBON INC,1203.241,1.103,839.681,,,I,0.0547355,581.3862305,0.039108541,0,0.475402117,0.460701555,0.921055079,0.437871546,0.075073749,0.371826231,0.475402117,,,,,
